data_no,protocol,implementation,test_target,security_bits,input_size,prf_batch_bits,prf_round_count,output_size,ring_dim_config,min_log_ring_dim,max_log_ring_dim,selected_log_ring_dim,selected_ring_dim,min_crt_depth,max_crt_depth,evaluated_crt_depth,crt_bits,base_bits,p_moduli_bits,max_unreduced_muls,scale,noise_refresh_cbd_n,error_sigma,trapdoor_sigma,d_secret,bench_iterations,search_only,lattice_estimator_check,max_prf_mask_output_coeff_bits,achieved_secpar_for_gauss_in_run,achieved_secpar_for_cbd_in_run,prf_mask_output_coeff_bits,noise_refresh_v_bits,final_seed_bits,noisy_plaintext_error_bits,projection_residual_error_bits,initial_fresh_error_bits,git_commit,git_worktree_dirty,simulation_log_file,simulation_status,notes
1,AKY24IO,tests/test_gpu_aky24_io.rs,test_gpu_aky24_io_error_search_and_bench_estimate,100,110,10,11,6,65536,16,16,16,65536,48,55,51,28,14,7,4,256,2,4.0,4.578,1,1,true,skipped_explicit_log_ring_dim,1540,,,1418,1391,218776845,815,815,5,e2eaa658bb9d44e8446386892b028d38eedabef6,true,/home/sora/codes/mxx/logs/test_gpu_aky24_io_input110_batch10_crt48_55_log16_sec100_sigma4p0_cbd2_release_after_material_cache.log,valid_candidate_from_partial_crt_search,"crt_depth=51 was accepted by the CRT-depth binary search, which then continued to crt_depth=49; the process later stopped before the full search completed."
